action,spot,forward,a,b,rho,rho_negative,m,m_negative,sigma,risk_free_rate,strike,is_up,quantity
mint,,,,,,,,,,,60940447084579,false,202799126837
update_basis,68411814270000,68410564650000,,,,,,,,,,,
update_svi,,,570000,26090000,345810000,true,7590000,true,57610000,35000000,,,
mint,,,,,,,,,,,66179440565242,true,163988761260
update_basis,68264364770000,68258560250000,,,,,,,,,,,
update_svi,,,750000,25540000,346690000,true,8820000,true,52350000,35000000,,,
mint,,,,,,,,,,,65341161464898,false,166026277807
update_basis,68264364770000,68258560250000,,,,,,,,,,,
update_svi,,,750000,25540000,346690000,true,8820000,true,52350000,35000000,,,
mint,,,,,,,,,,,61044762521851,false,3510612306187
update_basis,68264419840000,68259817520000,,,,,,,,,,,
update_svi,,,730000,25080000,334350000,true,7380000,true,53730000,35000000,,,
mint,,,,,,,,,,,61899796257470,false,615834171680
update_basis,68264419840000,68259817520000,,,,,,,,,,,
update_svi,,,730000,25080000,334350000,true,7380000,true,53730000,35000000,,,
mint,,,,,,,,,,,63260622028144,true,25551443507
update_basis,68287781830000,68281665870000,,,,,,,,,,,
update_svi,,,570000,25690000,269870000,true,1220000,true,55790000,35000000,,,
mint,,,,,,,,,,,62832897077136,true,11261299544
update_basis,68286957880000,68278822990000,,,,,,,,,,,
update_svi,,,930000,23620000,347500000,true,7110000,true,47860000,35000000,,,
mint,,,,,,,,,,,69296854897670,false,304224926126
update_basis,68286957880000,68278822990000,,,,,,,,,,,
update_svi,,,930000,23620000,347500000,true,7110000,true,47860000,35000000,,,
mint,,,,,,,,,,,68935628738713,false,49320173433
update_basis,68454698330000,68436171610000,,,,,,,,,,,
update_svi,,,720000,25230000,298170000,true,4120000,true,49490000,35000000,,,
mint,,,,,,,,,,,73974462519858,false,141879870390
update_basis,68331615990000,68319108580000,,,,,,,,,,,
update_svi,,,1000000,23190000,369150000,true,8350000,true,45510000,35000000,,,
mint,,,,,,,,,,,64745430655807,true,228546481231
update_basis,68454698330000,68436171610000,,,,,,,,,,,
update_svi,,,720000,25230000,298170000,true,4120000,true,49490000,35000000,,,
mint,,,,,,,,,,,68772894204000,false,205989001300
update_basis,68454698330000,68436171610000,,,,,,,,,,,
update_svi,,,720000,25230000,298170000,true,4120000,true,49490000,35000000,,,
mint,,,,,,,,,,,74136839324424,true,3520055317732
update_basis,67870816160000,67856365970000,,,,,,,,,,,
update_svi,,,490000,25820000,169060000,true,8440000,false,48230000,35000000,,,
mint,,,,,,,,,,,60277523835897,true,148821329079
update_basis,68560344720000,68484320760000,,,,,,,,,,,
update_svi,,,560000,26000000,322510000,true,5820000,true,55140000,35000000,,,
mint,,,,,,,,,,,63263238467499,true,61076158130
update_basis,68492833250000,68484320760000,,,,,,,,,,,
update_svi,,,560000,26000000,322510000,true,5820000,true,55140000,35000000,,,
mint,,,,,,,,,,,68041446061364,true,120215139863
update_basis,68431139990000,68423937970000,,,,,,,,,,,
update_svi,,,460000,26820000,276360000,true,2770000,true,54960000,35000000,,,
mint,,,,,,,,,,,59983740038047,true,44070532136
update_basis,67870816160000,67936894200000,,,,,,,,,,,
update_svi,,,660000,24810000,208940000,true,5140000,false,43960000,35000000,,,
mint,,,,,,,,,,,64590573302305,true,205842874519
update_basis,68425247290000,68416984490000,,,,,,,,,,,
update_svi,,,320000,28070000,239390000,true,30000,true,56790000,35000000,,,
mint,,,,,,,,,,,65417670005886,true,128544050980
update_basis,68425247290000,68416984490000,,,,,,,,,,,
update_svi,,,320000,28070000,239390000,true,30000,true,56790000,35000000,,,
mint,,,,,,,,,,,72288763539723,true,862014604228
update_basis,68425247290000,68416984490000,,,,,,,,,,,
update_svi,,,320000,28070000,239390000,true,30000,true,56790000,35000000,,,
mint,,,,,,,,,,,61312114014133,true,22983757833
update_basis,68425247290000,68416984490000,,,,,,,,,,,
update_svi,,,320000,28070000,239390000,true,30000,true,56790000,35000000,,,
mint,,,,,,,,,,,70931603746723,false,218858345289
update_basis,68341452880000,68329349990000,,,,,,,,,,,
update_svi,,,630000,25480000,328710000,true,7650000,true,54810000,35000000,,,
mint,,,,,,,,,,,73741219406096,false,106920095307
update_basis,68339713910000,68332465300000,,,,,,,,,,,
update_svi,,,610000,25160000,336370000,true,4780000,true,53700000,35000000,,,
mint,,,,,,,,,,,69867749717852,true,210237618594
update_basis,68339713910000,68332465300000,,,,,,,,,,,
update_svi,,,610000,25160000,336370000,true,4780000,true,53700000,35000000,,,
mint,,,,,,,,,,,72907859056131,false,173624668609
update_basis,67956086890000,67950137870000,,,,,,,,,,,
update_svi,,,530000,27270000,184280000,true,4830000,false,52840000,35000000,,,
mint,,,,,,,,,,,70979691711261,true,229821500924
update_basis,68304734670000,68289159650000,,,,,,,,,,,
update_svi,,,840000,24600000,381000000,true,11220000,true,47250000,35000000,,,
mint,,,,,,,,,,,64304642702444,false,534294195055
update_basis,67956086890000,67950137870000,,,,,,,,,,,
update_svi,,,530000,27270000,184280000,true,4830000,false,52840000,35000000,,,
mint,,,,,,,,,,,70544501864961,true,516240401417
update_basis,67956086890000,67950137870000,,,,,,,,,,,
update_svi,,,530000,27270000,184280000,true,4830000,false,52840000,35000000,,,
mint,,,,,,,,,,,63770707101738,true,145810665671
update_basis,68197891710000,68192222500000,,,,,,,,,,,
update_svi,,,350000,25390000,281220000,true,130000,true,56260000,35000000,,,
mint,,,,,,,,,,,61878964695815,false,2915391175311
update_basis,68121005950000,68108897260000,,,,,,,,,,,
update_svi,,,420000,27920000,205830000,true,3110000,false,53630000,35000000,,,
mint,,,,,,,,,,,64017332659232,true,165651338224
update_basis,68121005950000,68108897260000,,,,,,,,,,,
update_svi,,,420000,27920000,205830000,true,3110000,false,53630000,35000000,,,
mint,,,,,,,,,,,72155530666571,false,68541365787
update_basis,68237883460000,68224703640000,,,,,,,,,,,
update_svi,,,420000,27850000,197200000,true,4300000,false,52940000,35000000,,,
mint,,,,,,,,,,,70838636385269,false,56641282638
update_basis,67948874120000,67823342450000,,,,,,,,,,,
update_svi,,,570000,25530000,136850000,true,12880000,false,45380000,35000000,,,
mint,,,,,,,,,,,60569525105295,false,3153744266464
update_basis,68092101780000,68082570050000,,,,,,,,,,,
update_svi,,,370000,28530000,232260000,true,1390000,true,54290000,35000000,,,
mint,,,,,,,,,,,75339763761828,true,5659507005513
update_basis,67824564400000,67823342450000,,,,,,,,,,,
update_svi,,,570000,25530000,136850000,true,12880000,false,45380000,35000000,,,
mint,,,,,,,,,,,59638172341578,false,4814217957834
update_basis,68272869970000,68262569370000,,,,,,,,,,,
update_svi,,,450000,27790000,251200000,true,3150000,true,52770000,35000000,,,
mint,,,,,,,,,,,62474513066214,true,200694400571
update_basis,68272869970000,68262569370000,,,,,,,,,,,
update_svi,,,450000,27790000,251200000,true,3150000,true,52770000,35000000,,,
mint,,,,,,,,,,,67487995082233,true,303906090089
update_basis,68687118040000,68682747360000,,,,,,,,,,,
update_svi,,,690000,26790000,334220000,true,10240000,true,47340000,35000000,,,
mint,,,,,,,,,,,64253468821738,true,46749107114
update_basis,68409708030000,68405141880000,,,,,,,,,,,
update_svi,,,440000,28310000,244480000,true,3680000,true,51970000,35000000,,,
mint,,,,,,,,,,,70475359824777,true,650692973254
update_basis,68384045810000,68383308290000,,,,,,,,,,,
update_svi,,,400000,28210000,238380000,true,300000,true,49010000,35000000,,,
mint,,,,,,,,,,,62619522068033,false,831357703211
update_basis,68384045810000,68383308290000,,,,,,,,,,,
update_svi,,,400000,28210000,238380000,true,300000,true,49010000,35000000,,,
mint,,,,,,,,,,,71190340032981,true,439092461796
update_basis,67824564400000,67942334610000,,,,,,,,,,,
update_svi,,,340000,26330000,171580000,true,9910000,false,52040000,35000000,,,
mint,,,,,,,,,,,62599935463894,true,152215950032
update_basis,68266456700000,68266796050000,,,,,,,,,,,
update_svi,,,330000,28420000,191900000,true,5660000,false,51440000,35000000,,,
mint,,,,,,,,,,,68711488158054,false,220861181639
update_basis,68252256020000,68246886240000,,,,,,,,,,,
update_svi,,,430000,28320000,157250000,true,9490000,false,47510000,35000000,,,
mint,,,,,,,,,,,64923796312665,true,27051606487
update_basis,68252256020000,68246886240000,,,,,,,,,,,
update_svi,,,430000,28320000,157250000,true,9490000,false,47510000,35000000,,,
mint,,,,,,,,,,,64939555595949,true,190230393961
update_basis,67947616110000,67942334610000,,,,,,,,,,,
update_svi,,,340000,26330000,171580000,true,9910000,false,52040000,35000000,,,
mint,,,,,,,,,,,70928284304067,true,110496217579
update_basis,68075176990000,68049702080000,,,,,,,,,,,
update_svi,,,480000,26980000,207760000,true,1760000,false,50560000,35000000,,,
mint,,,,,,,,,,,59495758020568,false,1568752157614
update_basis,68075176990000,68049702080000,,,,,,,,,,,
update_svi,,,480000,26980000,207760000,true,1760000,false,50560000,35000000,,,
mint,,,,,,,,,,,66781623160256,true,118884233044
update_basis,68075176990000,68099752730000,,,,,,,,,,,
update_svi,,,300000,28450000,172810000,true,6030000,false,52990000,35000000,,,
mint,,,,,,,,,,,63027961770285,true,191117641806
update_basis,68121886120000,68099752730000,,,,,,,,,,,
update_svi,,,300000,28450000,172810000,true,6030000,false,52990000,35000000,,,
mint,,,,,,,,,,,73526828383534,false,128390561675
update_basis,68287489550000,68277101710000,,,,,,,,,,,
update_svi,,,330000,28520000,179670000,true,6220000,false,49570000,35000000,,,
mint,,,,,,,,,,,64917787690873,true,209022789940
update_basis,68287489550000,68277101710000,,,,,,,,,,,
update_svi,,,330000,28520000,179670000,true,6220000,false,49570000,35000000,,,
mint,,,,,,,,,,,70459592337605,false,234316334694
update_basis,68327011460000,68319164450000,,,,,,,,,,,
update_svi,,,430000,27660000,244280000,true,460000,true,49730000,35000000,,,
mint,,,,,,,,,,,72878571653077,true,1755514226560
update_basis,68161029150000,68153393580000,,,,,,,,,,,
update_svi,,,220000,26640000,212320000,true,5120000,false,57180000,35000000,,,
mint,,,,,,,,,,,63676393110075,false,360197152735
update_basis,68161029150000,68153393580000,,,,,,,,,,,
update_svi,,,220000,26640000,212320000,true,5120000,false,57180000,35000000,,,
mint,,,,,,,,,,,70169674019898,false,108382608125
update_basis,68282612580000,68264343820000,,,,,,,,,,,
update_svi,,,300000,28490000,197590000,true,4280000,false,51520000,35000000,,,
mint,,,,,,,,,,,68655070271369,true,162779873596
update_basis,68161029150000,68153393580000,,,,,,,,,,,
update_svi,,,220000,26640000,212320000,true,5120000,false,57180000,35000000,,,
mint,,,,,,,,,,,62441156143794,false,969260877594
update_basis,67981589130000,67972327370000,,,,,,,,,,,
update_svi,,,290000,27890000,188540000,true,6180000,false,53460000,35000000,,,
mint,,,,,,,,,,,64541389590474,false,724667301904
update_basis,67981589130000,67972327370000,,,,,,,,,,,
update_svi,,,290000,27890000,188540000,true,6180000,false,53460000,35000000,,,
mint,,,,,,,,,,,66891757560397,false,539486950494
update_basis,68206662540000,68192222500000,,,,,,,,,,,
update_svi,,,450000,23340000,251930000,true,6240000,false,56450000,35000000,,,
mint,,,,,,,,,,,67136641962878,false,210570657625
update_basis,67658549470000,67654466580000,,,,,,,,,,,
update_svi,,,570000,26300000,159260000,true,11730000,false,48850000,35000000,,,
mint,,,,,,,,,,,59421301694543,false,4930170127614
update_basis,67658549470000,67654466580000,,,,,,,,,,,
update_svi,,,570000,26300000,159260000,true,11730000,false,48850000,35000000,,,
mint,,,,,,,,,,,70169582225056,true,757965329889
update_basis,68197891710000,68192222500000,,,,,,,,,,,
update_svi,,,350000,25390000,281220000,true,130000,true,56260000,35000000,,,
mint,,,,,,,,,,,68329572569992,false,32423643868
update_basis,67743636780000,67734303170000,,,,,,,,,,,
update_svi,,,300000,27030000,215700000,true,8670000,false,58120000,35000000,,,
mint,,,,,,,,,,,69012688146381,false,148059278951
update_basis,67729368840000,67703857090000,,,,,,,,,,,
update_svi,,,560000,26120000,276280000,true,980000,true,52170000,35000000,,,
mint,,,,,,,,,,,63498857476859,false,271699751771
update_basis,67729368840000,67703857090000,,,,,,,,,,,
update_svi,,,560000,26120000,276280000,true,980000,true,52170000,35000000,,,
mint,,,,,,,,,,,59932333085314,true,62707656014
update_basis,68197891710000,68192222500000,,,,,,,,,,,
update_svi,,,350000,25390000,281220000,true,130000,true,56260000,35000000,,,
mint,,,,,,,,,,,60384699213581,false,1840653554781
update_basis,68141975460000,68134651130000,,,,,,,,,,,
update_svi,,,220000,25890000,244740000,true,4730000,false,58520000,35000000,,,
mint,,,,,,,,,,,62794605137533,true,216852145965
update_basis,73630272910000,73592466160000,,,,,,,,,,,
update_svi,,,840000,17520000,578120000,true,23360000,true,34720000,35000000,,,
mint,,,,,,,,,,,71885725839097,false,643061932739
update_basis,68105371760000,68101255750000,,,,,,,,,,,
update_svi,,,340000,25530000,257360000,true,5880000,false,54780000,35000000,,,
mint,,,,,,,,,,,69285774487966,false,241852546027
update_basis,73658197210000,73875605010000,,,,,,,,,,,
update_svi,,,830000,17710000,517370000,true,18740000,true,31200000,35000000,,,
mint,,,,,,,,,,,79537515149517,false,144028367674
update_basis,68561752650000,68549617030000,,,,,,,,,,,
update_svi,,,770000,23290000,333560000,true,1180000,false,39260000,35000000,,,
mint,,,,,,,,,,,67929945741355,true,242940035147
update_basis,68561752650000,68549617030000,,,,,,,,,,,
update_svi,,,770000,23290000,333560000,true,1180000,false,39260000,35000000,,,
mint,,,,,,,,,,,65711897243694,false,678788475227
update_basis,73630272910000,73592466160000,,,,,,,,,,,
update_svi,,,840000,17520000,578120000,true,23360000,true,34720000,35000000,,,
mint,,,,,,,,,,,78250611284370,false,145939679631
update_basis,68658706560000,68621789940000,,,,,,,,,,,
update_svi,,,570000,24210000,360570000,true,3690000,true,48410000,35000000,,,
mint,,,,,,,,,,,66915032088421,false,483074964434
update_basis,73630272910000,73612516390000,,,,,,,,,,,
update_svi,,,790000,17770000,542740000,true,20640000,true,35490000,35000000,,,
mint,,,,,,,,,,,74582398057220,true,550186455466
update_basis,68508621580000,68514807760000,,,,,,,,,,,
update_svi,,,1060000,22530000,438390000,true,8070000,true,40440000,35000000,,,
mint,,,,,,,,,,,61749999999564,true,172891629984
update_basis,68418892680000,68402385580000,,,,,,,,,,,
update_svi,,,930000,23950000,340140000,true,2690000,true,43880000,35000000,,,
mint,,,,,,,,,,,72404929283269,false,106588620598
update_basis,68418892680000,68402385580000,,,,,,,,,,,
update_svi,,,930000,23950000,340140000,true,2690000,true,43880000,35000000,,,
mint,,,,,,,,,,,70616927383777,false,13039773227
update_basis,68762771210000,68755748730000,,,,,,,,,,,
update_svi,,,950000,23650000,355040000,true,5740000,true,44700000,35000000,,,
mint,,,,,,,,,,,75416887015973,true,3941105069625
update_basis,73658197210000,73875605010000,,,,,,,,,,,
update_svi,,,790000,17770000,542740000,true,20640000,true,35490000,35000000,,,
mint,,,,,,,,,,,72722999130179,false,372736919630
update_basis,68762771210000,68755748730000,,,,,,,,,,,
update_svi,,,950000,23650000,355040000,true,5740000,true,44700000,35000000,,,
mint,,,,,,,,,,,73656684054679,false,157987054269
update_basis,68751012890000,68742322680000,,,,,,,,,,,
update_svi,,,1280000,22690000,334700000,true,5350000,true,30550000,35000000,,,
mint,,,,,,,,,,,61087355391010,true,176029373775
update_basis,69436533900000,69420149160000,,,,,,,,,,,
update_svi,,,1290000,21250000,370220000,true,9060000,true,34820000,35000000,,,
mint,,,,,,,,,,,76099254330207,false,19441855498
update_basis,69436533900000,69420149160000,,,,,,,,,,,
update_svi,,,1290000,21250000,370220000,true,9060000,true,34820000,35000000,,,
mint,,,,,,,,,,,69644824495759,true,342925106707
update_basis,69436533900000,69512310520000,,,,,,,,,,,
update_svi,,,1290000,21250000,370220000,true,9060000,true,34820000,35000000,,,
mint,,,,,,,,,,,70723517256417,false,256973626436
update_basis,74010948780000,73981142120000,,,,,,,,,,,
update_svi,,,920000,17780000,615250000,true,24840000,true,28740000,35000000,,,
mint,,,,,,,,,,,79440555394895,false,99405584384
update_basis,69265272330000,69260986320000,,,,,,,,,,,
update_svi,,,1250000,21600000,291930000,true,3220000,true,39510000,35000000,,,
mint,,,,,,,,,,,76518217375954,true,5867596823184
update_basis,74010948780000,73981142120000,,,,,,,,,,,
update_svi,,,920000,17780000,615250000,true,24840000,true,28740000,35000000,,,
mint,,,,,,,,,,,75416644953594,false,62002528324
update_basis,69698052100000,69687005130000,,,,,,,,,,,
update_svi,,,1100000,21570000,340050000,true,3840000,true,47850000,35000000,,,
mint,,,,,,,,,,,75205505967658,true,3186912171882
update_basis,69265272330000,69260986320000,,,,,,,,,,,
update_svi,,,1250000,21600000,291930000,true,3220000,true,39510000,35000000,,,
mint,,,,,,,,,,,63679793997806,false,2198232899930
update_basis,69319027240000,69320259440000,,,,,,,,,,,
update_svi,,,630000,22520000,130410000,true,11610000,false,59800000,35000000,,,
mint,,,,,,,,,,,72642285304068,true,599326742480
update_basis,69319027240000,69320259440000,,,,,,,,,,,
update_svi,,,630000,22520000,130410000,true,11610000,false,59800000,35000000,,,
mint,,,,,,,,,,,64945656747771,false,1395133672782
update_basis,69531918860000,69529684090000,,,,,,,,,,,
update_svi,,,1340000,21270000,399290000,true,12990000,true,31760000,35000000,,,
mint,,,,,,,,,,,67264679044929,false,776495917359
update_basis,69531918860000,69529684090000,,,,,,,,,,,
update_svi,,,1340000,21270000,399290000,true,12990000,true,31760000,35000000,,,
mint,,,,,,,,,,,75194671952162,false,75807059870
update_basis,73188030630000,73168029980000,,,,,,,,,,,
update_svi,,,470000,20200000,356960000,true,10200000,true,34770000,35000000,,,
mint,,,,,,,,,,,74018496119531,false,213659174586
update_basis,70599549010000,70995353340000,,,,,,,,,,,
update_svi,,,1410000,19880000,472810000,true,25360000,true,44870000,35000000,,,
mint,,,,,,,,,,,70873896656276,false,343382506764
update_basis,71009235640000,70995353340000,,,,,,,,,,,
update_svi,,,1410000,19880000,472810000,true,25360000,true,44870000,35000000,,,
mint,,,,,,,,,,,64296399011268,false,2826542379155
update_basis,71009235640000,70995353340000,,,,,,,,,,,
update_svi,,,1410000,19880000,472810000,true,25360000,true,44870000,35000000,,,
mint,,,,,,,,,,,76136499310460,true,461136679024
update_basis,71042396660000,71017678340000,,,,,,,,,,,
update_svi,,,1000000,21780000,366400000,true,15050000,true,51670000,35000000,,,
mint,,,,,,,,,,,64330777407955,true,179982422282
update_basis,71042396660000,71017678340000,,,,,,,,,,,
update_svi,,,1000000,21780000,366400000,true,15050000,true,51670000,35000000,,,
mint,,,,,,,,,,,78063527639541,true,4680382237006
update_basis,71213703800000,71184985280000,,,,,,,,,,,
update_svi,,,1450000,19490000,459910000,true,23010000,true,34680000,35000000,,,
mint,,,,,,,,,,,69377732432100,false,656581298383
update_basis,71213703800000,71280548030000,,,,,,,,,,,
update_svi,,,1450000,19490000,459910000,true,23010000,true,34680000,35000000,,,
mint,,,,,,,,,,,65632699044732,false,155050941280
update_basis,71696118760000,71675478890000,,,,,,,,,,,
update_svi,,,1120000,22160000,401090000,true,17800000,true,47040000,35000000,,,
mint,,,,,,,,,,,75692342638729,true,719175302787
update_basis,71696118760000,71675478890000,,,,,,,,,,,
update_svi,,,1120000,22160000,401090000,true,17800000,true,47040000,35000000,,,
mint,,,,,,,,,,,77829931029767,true,2283071478077
update_basis,71825158790000,71802538950000,,,,,,,,,,,
update_svi,,,1110000,22290000,413530000,true,18140000,true,48090000,35000000,,,
mint,,,,,,,,,,,62750807406621,true,149451944712
update_basis,71696118760000,71802538950000,,,,,,,,,,,
update_svi,,,990000,22940000,390770000,true,17470000,true,50930000,35000000,,,
mint,,,,,,,,,,,66131501494676,true,204689551497
update_basis,71825158790000,71802538950000,,,,,,,,,,,
update_svi,,,1110000,22290000,413530000,true,18140000,true,48090000,35000000,,,
mint,,,,,,,,,,,74527547057684,false,98611003778
update_basis,71825158790000,71490886970000,,,,,,,,,,,
update_svi,,,1110000,22290000,413530000,true,18140000,true,48090000,35000000,,,
mint,,,,,,,,,,,70796562188521,false,64633064372
update_basis,71518849120000,71490886970000,,,,,,,,,,,
update_svi,,,1310000,22220000,516260000,true,23280000,true,43670000,35000000,,,
mint,,,,,,,,,,,66594175745199,true,58115153504
update_basis,71838440320000,71802504040000,,,,,,,,,,,
update_svi,,,1190000,22110000,525130000,true,23940000,true,50280000,35000000,,,
mint,,,,,,,,,,,69293796739202,false,260545388617
update_basis,71838440320000,71468642710000,,,,,,,,,,,
update_svi,,,1190000,22110000,525130000,true,23940000,true,50280000,35000000,,,
mint,,,,,,,,,,,68747902108099,false,416502041442
update_basis,71502680680000,71468642710000,,,,,,,,,,,
update_svi,,,1310000,21380000,518640000,true,19950000,true,42390000,35000000,,,
mint,,,,,,,,,,,66585768773364,true,22929013303
update_basis,71502680680000,71468642710000,,,,,,,,,,,
update_svi,,,1310000,21380000,518640000,true,19950000,true,42390000,35000000,,,
mint,,,,,,,,,,,62932397949559,true,134941835786
update_basis,71524264700000,71490318210000,,,,,,,,,,,
update_svi,,,1170000,23540000,542860000,true,23260000,true,44300000,35000000,,,
mint,,,,,,,,,,,71651251731964,true,292782961850
update_basis,73689911390000,73618152000000,,,,,,,,,,,
update_svi,,,490000,19440000,394030000,true,11210000,true,42410000,35000000,,,
mint,,,,,,,,,,,76741718503050,false,146479657956
update_basis,71350144820000,71317833780000,,,,,,,,,,,
update_svi,,,920000,23430000,445110000,true,18120000,true,54090000,35000000,,,
mint,,,,,,,,,,,71883807473411,true,321313580292
update_basis,71350144820000,71317833780000,,,,,,,,,,,
update_svi,,,920000,23430000,445110000,true,18120000,true,54090000,35000000,,,
mint,,,,,,,,,,,73699383868398,false,46721746427
update_basis,71263677060000,71224437000000,,,,,,,,,,,
update_svi,,,1260000,21320000,550960000,true,23100000,true,44060000,35000000,,,
mint,,,,,,,,,,,69549628271450,false,361475544151
update_basis,71263677060000,71292386420000,,,,,,,,,,,
update_svi,,,980000,22780000,485750000,true,20390000,true,51620000,35000000,,,
mint,,,,,,,,,,,68656525745016,false,503348245513
update_basis,73689911390000,73618152000000,,,,,,,,,,,
update_svi,,,490000,19440000,394030000,true,11210000,true,42410000,35000000,,,
mint,,,,,,,,,,,77753487282013,true,142588475055
update_basis,71271137500000,71247982710000,,,,,,,,,,,
update_svi,,,1200000,22350000,559050000,true,22800000,true,42000000,35000000,,,
mint,,,,,,,,,,,67192582492432,true,154980131977
update_basis,71458810920000,71429047580000,,,,,,,,,,,
update_svi,,,1110000,22410000,556680000,true,21350000,true,44680000,35000000,,,
mint,,,,,,,,,,,75627634727379,true,494963047165
update_basis,71458810920000,71429047580000,,,,,,,,,,,
update_svi,,,1110000,22410000,556680000,true,21350000,true,44680000,35000000,,,
mint,,,,,,,,,,,73063260184480,false,92829722692
update_basis,71458810920000,71429047580000,,,,,,,,,,,
update_svi,,,1110000,22410000,556680000,true,21350000,true,44680000,35000000,,,
mint,,,,,,,,,,,66542546584136,true,151405606494
update_basis,71226945680000,71206379450000,,,,,,,,,,,
update_svi,,,1100000,22170000,499050000,true,14280000,true,41780000,35000000,,,
mint,,,,,,,,,,,72532298910747,false,101429265845
update_basis,70972183230000,70955653490000,,,,,,,,,,,
update_svi,,,1250000,20510000,585840000,true,15390000,true,40360000,35000000,,,
mint,,,,,,,,,,,68224671783931,true,117708364872
update_basis,70972183230000,70955653490000,,,,,,,,,,,
update_svi,,,1250000,20510000,585840000,true,15390000,true,40360000,35000000,,,
mint,,,,,,,,,,,71806203304484,false,57713494926
update_basis,71113117860000,71086949840000,,,,,,,,,,,
update_svi,,,1220000,19940000,544900000,true,16490000,true,37980000,35000000,,,
mint,,,,,,,,,,,73142418803781,true,272338645074
update_basis,71056416900000,71032804490000,,,,,,,,,,,
update_svi,,,900000,23010000,491020000,true,15410000,true,47010000,35000000,,,
mint,,,,,,,,,,,77583591308010,true,3851849289835
update_basis,73771914630000,73738450860000,,,,,,,,,,,
update_svi,,,700000,18380000,505030000,true,18490000,true,34680000,35000000,,,
mint,,,,,,,,,,,70256723377556,false,1371281880712
update_basis,70869662460000,70858295400000,,,,,,,,,,,
update_svi,,,910000,21700000,512410000,true,17010000,true,52440000,35000000,,,
mint,,,,,,,,,,,73235057108523,false,109432196829
update_basis,70869662460000,70858295400000,,,,,,,,,,,
update_svi,,,910000,21700000,512410000,true,17010000,true,52440000,35000000,,,
mint,,,,,,,,,,,75108363483322,false,189310945634
update_basis,70671162070000,70653296460000,,,,,,,,,,,
update_svi,,,690000,22460000,438260000,true,10860000,true,60150000,35000000,,,
mint,,,,,,,,,,,72311022191950,true,655776154012
update_basis,70671162070000,70653296460000,,,,,,,,,,,
update_svi,,,690000,22460000,438260000,true,10860000,true,60150000,35000000,,,
mint,,,,,,,,,,,67939776942290,true,132013057460
update_basis,70807787660000,70797085880000,,,,,,,,,,,
update_svi,,,960000,21270000,485540000,true,13140000,true,50500000,35000000,,,
mint,,,,,,,,,,,73483711450510,true,97155565457
update_basis,70807787660000,70797085880000,,,,,,,,,,,
update_svi,,,960000,21270000,485540000,true,13140000,true,50500000,35000000,,,
mint,,,,,,,,,,,63165803469208,false,937306443636
update_basis,70974258970000,70963103940000,,,,,,,,,,,
update_svi,,,1270000,20300000,602770000,true,24080000,true,38460000,35000000,,,
mint,,,,,,,,,,,75833144877697,true,2489692169114
update_basis,71113346470000,71124491260000,,,,,,,,,,,
update_svi,,,1130000,21080000,544080000,true,19480000,true,39470000,35000000,,,
mint,,,,,,,,,,,75818589108379,true,2212952568936
update_basis,71137994700000,71124491260000,,,,,,,,,,,
update_svi,,,1100000,21360000,577390000,true,22680000,true,42420000,35000000,,,
mint,,,,,,,,,,,74343078133709,true,811313828504
update_basis,71340416410000,71340944020000,,,,,,,,,,,
update_svi,,,890000,22660000,494090000,true,17720000,true,45930000,35000000,,,
mint,,,,,,,,,,,75091849223537,true,342425770273
update_basis,71342936260000,71340944020000,,,,,,,,,,,
update_svi,,,920000,22540000,507730000,true,18440000,true,45190000,35000000,,,
mint,,,,,,,,,,,68111147210755,false,180126967348
update_basis,71516678450000,71488588060000,,,,,,,,,,,
update_svi,,,990000,21890000,555820000,true,20550000,true,43980000,35000000,,,
mint,,,,,,,,,,,73940732136004,true,192849486895
update_basis,71306595120000,71280295090000,,,,,,,,,,,
update_svi,,,750000,22810000,477380000,true,13710000,true,49720000,35000000,,,
mint,,,,,,,,,,,72673507257005,false,78288365478
update_basis,71251990010000,71226720990000,,,,,,,,,,,
update_svi,,,820000,22980000,521920000,true,14770000,true,45220000,35000000,,,
mint,,,,,,,,,,,69273094137092,true,67061789176
update_basis,73341912320000,73316346470000,,,,,,,,,,,
update_svi,,,610000,18620000,423350000,true,14400000,true,36130000,35000000,,,
mint,,,,,,,,,,,70989750633580,true,35738449207
update_basis,73170434730000,73147188300000,,,,,,,,,,,
update_svi,,,600000,18670000,422860000,true,15800000,true,32410000,35000000,,,
mint,,,,,,,,,,,73793459274474,false,28638864644
update_basis,71434984170000,71416244190000,,,,,,,,,,,
update_svi,,,1090000,21060000,632110000,true,23180000,true,36680000,35000000,,,
mint,,,,,,,,,,,76102211483078,true,259311523252
update_basis,71434984170000,71416244190000,,,,,,,,,,,
update_svi,,,1090000,21060000,632110000,true,23180000,true,36680000,35000000,,,
mint,,,,,,,,,,,76490825946985,true,2828148158183
update_basis,71414425700000,71392604990000,,,,,,,,,,,
update_svi,,,950000,21550000,588200000,true,19340000,true,39020000,35000000,,,
mint,,,,,,,,,,,73857061850227,true,869427273686
update_basis,71482350890000,71462609420000,,,,,,,,,,,
update_svi,,,990000,21400000,585440000,true,20310000,true,37850000,35000000,,,
mint,,,,,,,,,,,64163333400448,false,1755820891608
update_basis,71444360730000,71425148840000,,,,,,,,,,,
update_svi,,,920000,21730000,565370000,true,18490000,true,38960000,35000000,,,
mint,,,,,,,,,,,65795085731464,true,42908069559
update_basis,71559222540000,71541455920000,,,,,,,,,,,
